ID;Category;Source;URLs;Title;PublicationDate;SoMePlatform;RetroSampleDate;RetroSampleCountry;JointMusicking;OrigCovidSong;OrigCovidLyrics;Movement;HealthInfo;Conflict;Country;LyricsLanguage;Setting;Genre;Emotions;Features;FirstCoder;SecondCoder
23;video;GoogleSheet;https://www.youtube.com/watch?v=XikW-8AiV5E;Coronavirus Song “We Didn’t Spread The Virus” (Billy Joel Parody) 2020 Covid 19;14-03-2020;YouTube;NA;NA;0;0;1;0;0;0;USA;english;home, kitchen;pop, rock, oldies;humour;NA;MT;JW
27;video;GoogleSheet;https://www.youtube.com/watch?v=YDFkQ8FTTgw;"""The Coronavirus Song"" Buddy Brown | Truck Sessions";14-03-2020;YouTube;NA;NA;0;1;1;0;0;1;USA;english;outside;country;humour, happiness;NA;MT;JV, JB
41;video;GoogleSheet;https://www.youtube.com/watch?v=MkAFnQsCm8Q;COVID-19 (Come on Eileen Parody) by: Matt Cusack, Nadia Quinn, & Ameara Wahhab;14-03-2020;YouTube;NA;NA;1;0;1;0;0;0;USA;english;home, living room;pop, oldies;humour, happiness;NA;MT;DS
65;video;GoogleSheet;https://twitter.com/igorpianist/status/1238872339707813889;Igor Levit – Bach’s Chaconne in D-Minor;14-03-2020;Twitter;NA;NA;0;0;0;0;0;0;Germany;NA;studio, work;classical;celebration, sadness, peace;NA;DS;JW
180;video;GoogleSheet;https://vimeo.com/398130933;21st Century Consort: H2O | the complete concert filmed at the Hirshhorn after cancellation due to COVID-19;14-03-2020;Vimeo;NA;NA;1;0;0;0;0;0;USA;NA;museum;classical;grief/sadness, fear, stillness;NA;MT;JB
228;video;GoogleSheet;https://www.youtube.com/watch?v=whNICyl_et0;Coronavirus Etude - for Piano and Disinfecting Wipe - WATCH UNTIL THE END!;14-03-2020;YouTube;NA;NA;0;1;0;0;0;0;USA;NA;home;classical;humour;NA;MT;JB
252;video;GoogleSheet;https://www.youtube.com/watch?v=INaaafxb6EI, https://www.instagram.com/p/B9rTzVUA4p2/, https://www.instagram.com/p/B9kvv79AAUw/?hl=en;Cardi B's Coronavirus Instagram remixed by iMarkkeyz;14-03-2020;YouTube;NA;NA;0;1;1;1;0;0;USA;english;home, outside, venue;rap/hip-hop, trap, pop;fear;compilation, music video, dance;DS;NCH
316;video;GoogleSheet;https://www.facebook.com/salvadorsobralmusic/videos/743158286217735/;Livestreamed concert with Portuguese musicians Salvador Sobral and André Santos;14-03-2020;Facebook;NA;NA;1;0;0;0;0;0;Portugal;portuguese;venue, home;pop;NA;livestream, portuguese;NCH;JW
770;video;SurveyXact;https://www.youtube.com/watch?v=wOYNRs_Z8Sg;"Coronavirus, la tromba che commuove Milano suonando ""O mia bela Madunina""";14-03-2020;YouTube;NA;NA;0;0;0;0;0;0;Italy;NA;window, balcony;world, oldies;togetherness, happiness, nostalgia;NA;MT;JV
19;video;GoogleSheet;https://www.youtube.com/watch?v=ojrtwXqqc6g;My Corona by Chris Mann;15-03-2020;YouTube;NA;NA;0;0;1;0;0;0;USA;english;home;rock, pop;humour;NA;MT;JW
42;video;GoogleSheet;https://www.youtube.com/watch?v=g4Rc0UQBXTI;COVID-19 The Taylor’s, Come On, Eileen -parody #songsofcomfort - JJ Mason Taylor;15-03-2020;YouTube;NA;NA;1;0;1;0;0;1;USA;english;home, living room;pop, oldies;humour, togetherness;lyric video;MT;DS
46;video;GoogleSheet;https://www.youtube.com/watch?v=tJuAobANbi8;The COVID-19 Parody Song by Jamie Marx;15-03-2020;YouTube;NA;NA;0;0;1;0;0;0;USA;english;home;pop, oldies, rock;humour, happiness;NA;MT;JV
91;video;GoogleSheet;https://www.youtube.com/watch?v=hJ_gorfparA;Vi sir´ nej corona (Danish home schooling music lesson);15-03-2020;YouTube;NA;NA;1;0;1;0;1;0;Denmark;danish;home;children's music, pop;happiness, togetherness, resilience, hope;for kids;MT;DS
706;video;SurveyXact;https://www.youtube.com/watch?v=ugtN6HCqatc;Gmac Cash - Coronavirus (Official Video) Shot By @Ayeyonino #Coronaviruschallenge;15-03-2020;YouTube;NA;NA;0;1;1;0;1;0;USA;english;home, store, outside;rap/hip-hop, pop;fear, anger, humour;music video;MT;JB, DS
10;video;GoogleSheet;https://www.youtube.com/watch?v=SD3B9QnUXQo;Coronavirus: How Spaniards aren't going to let life under lockdown get them down - The Telegraph;16-03-2020;YouTube;NA;NA;1;0;0;1;0;0;Spain;NA;balcony;funk, pop, soundtrack/theme song;gratitude, togetherness, happiness, being moved, togetherness, happiness, humour;compilation, news report;MT;NCH
15;video;GoogleSheet;https://www.youtube.com/watch?v=JVD1PI3hz1E;Les Italiens en confinement chantent - Radio-Canada Info;16-03-2020;YouTube;NA;NA;1;0;0;0;0;0;Italy;italian;balcony, outside;folk, pop, classical;gratitude, togetherness, happiness;compilation, news report;MT;JV
31;video;GoogleSheet;https://www.youtube.com/watch?v=hJTL8l-EKgU;The Kiffness - Sweet Corona (Sweet Caroline Parody);16-03-2020;YouTube;NA;NA;0;0;1;0;0;1;South Africa;english;home, studio;pop, oldies, rock;humour, loneliness, frustration;NA;MT;NCH
43;video;GoogleSheet;https://www.youtube.com/watch?v=uZKZZlgm83I;COVID-19 (Parody of Come On Eileen);16-03-2020;YouTube;NA;NA;0;0;1;1;1;0;USA;english;outside;pop, oldies;humour, happiness;music video, slide show, chromakeying;MT;JV
66;video;GoogleSheet;https://twitter.com/YoYo_Ma/status/1239624123069890566;Yo-Yo Ma Sounds of Comfort;16-03-2020;Twitter;NA;NA;0;0;0;0;0;0;USA;NA;home;classical;tenderness, gratitude, loneliness;NA;MT;NCH
70;video;GoogleSheet;https://www.facebook.com/Dr.SaritaMcharg/videos/10213141715012398/;Sarita Mcharg (Sitar) Noriko Tadano (Samisen);16-03-2020;Facebook;NA;NA;1;0;0;0;0;0;Australia;NA;home;world;togetherness;NA;MT;NCH
93;video;GoogleSheet;https://www.instagram.com/p/B9ymryoqU0h/?utm_source=ig_embed;Italians dancing on Instagram;16-03-2020;Instagram;NA;NA;1;0;0;1;0;0;Italy;english;balcony, window;soundtrack/theme song, pop, oldies;togetherness, being moved, happiness, hope, nostalgia;compilation;MT;JV
107;video;GoogleSheet;https://www.facebook.com/watch/?v=519419822105041;The West Australia Social Distancing Orchestra – Bolero;16-03-2020;Facebook;NA;NA;1;0;0;0;0;0;Australia;NA;home;classical;happiness, hopeful, togetherness;splitscreen;MT;JW
109;video;GoogleSheet;https://www.instagram.com/p/B9zGkjipQ7a;Afrobysara - dancing in quarantine;16-03-2020;Instagram;NA;NA;1;0;0;1;0;0;Lebanon;NA;home;dance/electronica;happiness;dance;MT;JV
130;video;GoogleSheet;https://www.youtube.com/watch?v=nAFB2L_576w;"An Israeli song ""Shevet Achim"" played";16-03-2020;YouTube;NA;NA;1;0;0;1;0;0;Israel;hebrew;balcony, outside;dance/electronica, world, folk;togetherness, happiness;NA;MT;JV, JB
131;video;GoogleSheet;https://www.youtube.com/watch?v=VVic6C1nIpc;"An Israeli song ""Halev Shely"" (My heart"") played (Stuck at Home, Neighbors Join in Balcony Sing-a-Long)";16-03-2020;YouTube;NA;NA;1;0;0;1;0;0;Israel;hebrew;balcony;world, pop, ballad;togetherness, happiness, being moved;news report;MT;DS
132;video;GoogleSheet;https://www.youtube.com/watch?v=XZ3XsMRwGYs;DJ and Live music;16-03-2020;YouTube;NA;NA;1;0;0;1;0;0;Israel;NA;balcony;dance/electronica;togetherness, happiness;dance, news report, balcony performance;MT;DS
694;video;SurveyXact;https://www.youtube.com/watch?v=wSHOD1fD2yY;Cases of virus are getting higher in Sri Lanka. Two Youtubers based in Sri Lanka have created this video. There are using a traditional genre of music called “viridu” for this. Traditionally viridu was sung with a rabana (a drum like a tambourine) to make aware the public about various topics. These two guys are very effectively using that genre for campaign against new Corona virus. Song is mainly sung in Sinhala language and subtitled into English and Tamil, other languages spoken in the country - Sudesh Mantillake;16-03-2020;YouTube;NA;NA;1;1;1;1;1;0;Sri Lanka;sinhala;transport, bus, workplace;world;humour, happiness;lyric video;MT;JV
703;video;SurveyXact;https://www.youtube.com/watch?v=ksnS95QVFSM, https://soundcloud.com/dizzdakidd/fuck-the-corona;Gotty Boi Chris - Fuck The Corona;16-03-2020;YouTube, Soundcloud;NA;NA;0;1;1;0;1;1;USA;english;NA;rap/hip-hop;grief/sadness, anger;NA;MT;NCH
705;video;SurveyXact;https://www.youtube.com/watch?v=Zg2dmvvew_o;Psychs - Spreadin' (Coronavirus) | [Music Video];16-03-2020;YouTube;NA;NA;0;1;1;0;1;0;UK;english;outside, parking lot;rap/hip-hop;grief/sadness, anger;music video, music video;MT;JW
788;video;SurveyXact;https://www.youtube.com/watch?v=VwZiv9zQ9KU;Coronavirus Dance Video?? // Kamikaze - Konnie Metaxa // Reggaeton choreography by RIA TSAPA;16-03-2020;YouTube;NA;NA;1;1;1;1;0;0;Greece;greek;outside;pop, dance/electronica;toughness, togetherness, happiness;dance;MT;JW
908;video;SurveyXact;https://www.youtube.com/watch?v=CCe5PaeAeew;I Will Survive, Coronavirus version for teachers going online;16-03-2020;YouTube;NA;NA;0;0;1;0;0;1;USA;english;home;pop, oldies;humour, togetherness, resilience;online teaching;DS;DS
6;video;GoogleSheet;https://www.youtube.com/watch?v=ccibC8o2_l8;Italians in Rome sing 'Bella Ciao' as virus lockdown continues - AFP News Agency;17-03-2020;YouTube;NA;NA;1;0;0;0;0;0;Italy;italian;window, balcony;folk;togetherness, resilience;news report;MT;DS
7;video;GoogleSheet;https://www.youtube.com/watch?v=8DfF5kOqOjo;Italians Sing Volare, National Anthem to Lift Spirits Amid Coronavirus Lockdown - Voa News;17-03-2020;YouTube;NA;NA;1;0;0;0;0;0;Italy;italian;balcony;pop, folk;gratitude, togetherness;patriotism, news report, national anthem;MT;JB
11;video;GoogleSheet;https://www.youtube.com/watch?v=up53FltNpsY;Community spirit in coronavirus quarantine: rooftop aerobics, singing and letters - Guardian News;17-03-2020;YouTube;NA;NA;1;0;0;1;0;0;Italy;italian;balcony, rooftop;pop, classical, folk;togetherness, happiness, gratitude;compilation, news report;MT;JW
92;video;GoogleSheet;https://twitter.com/FuerzasDelOrden/status/1239990077419388934?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1239990077419388934;Spanish police on Twitter;17-03-2020;Twitter;NA;NA;1;0;0;1;0;0;Spain;spanish;outside, street;pop;humour, happiness;NA;MT;JW
95;video;GoogleSheet;https://www.facebook.com/satiregruppenMAGT/videos/138755024202278/;MAGT - I Danmark er jeg født - Danish song;17-03-2020;Facebook;NA;NA;1;0;1;0;0;0;Denmark;danish;home;folk, classical, choir;humour, togetherness, being moved;choir, splitscreen;MT;JW
190;video;GoogleSheet;https://www.youtube.com/watch?v=k3_crTZ0NHg;"""Ruthless school choir stages direct assault on human heart, performs canceled concert remotely"" (https://news.avclub.com/ruthless-school-choir-stages-direct-assault-on-human-he-1842401804)";17-03-2020;YouTube;NA;NA;1;0;0;0;0;0;USA;english;home;soundtrack/theme song, oldies;happiness, being moved, togetherness;splitscreen;MT;JW
207;video;GoogleSheet;https://www.youtube.com/watch?v=LPBfT1nxkYk;I did a quarantine concert with DJ Jazzy Jeff!;17-03-2020;YouTube;NA;NA;1;1;1;1;0;0;USA;english;home, home stage;funk, rap/hip-hop;happiness, togetherness;concert, splitscreen;MT;JW
771;video;SurveyXact;https://www.instagram.com/tv/B92YsciHcUu/?utm_source=ig_embed;Bono: Let Your Love be Known;17-03-2020;Instagram;NA;NA;0;1;1;0;0;0;Ireland;english;home;pop, rock;loneliness, grief/sadness, togetherness, love;NA;MT;NCH
20;video;GoogleSheet;https://www.youtube.com/watch?v=B7iNEyoNBzE;Songs for Social Distancing - Parody Medley - Holderness Family;18-03-2020;YouTube;NA;NA;0;0;1;0;0;0;USA;english;home;pop;humour, happiness, gratitude;medley;MT;NCH
24;video;GoogleSheet;https://www.youtube.com/watch?v=HE-mArqqHAA;Coronavirus Song 2 “The Beatles Yesterday Except It’s About Coronavirus Quarantine” (Parody) Covid19;18-03-2020;YouTube;NA;NA;0;0;1;0;0;0;USA;english;home, kitchen;pop, oldies, rock;humour, nostalgia;NA;MT;JV
34;video;GoogleSheet;https://www.youtube.com/watch?v=RapkewnhCm8;Little girl sings coronavirus song on her guitar to help her express her anger | GMA;18-03-2020;YouTube;NA;NA;0;1;1;0;0;1;USA;english;home;pop, folk, bluegrass;humour, happiness, anger;news report;MT;JV, JB
38;video;GoogleSheet;https://www.youtube.com/watch?v=cbe_aoaw0y4;"""U CAN'T TOUCH THIS"" - COVID 19 Edition - Made Entirely With Healthcare Products";18-03-2020;YouTube;NA;NA;0;0;1;0;1;0;USA;english;home, living room;rap/hip-hop, pop;humour;music video;MT;DS
56;video;GoogleSheet;https://www.youtube.com/watch?v=N57jbMisSVk;A Farther Walk With Thee - Josh Michtom;18-03-2020;YouTube;NA;NA;0;0;1;0;0;0;USA;english;home;country, blues; humour;splitscreen;MT;JW
94;video;GoogleSheet;https://www.facebook.com/clemensknejterne/videos/230741074983120/;Clemens Knejterne - Vi holder sammen hver for sig - Danish song;18-03-2020;Facebook;NA;NA;1;0;1;0;0;0;Denmark;danish;home;pop;humour, togetherness, being moved;choir, splitscreen;MT;JW
762;video;SurveyXact;https://www.youtube.com/watch?v=EQStBTzsdLY;"Moon River In Honor of Tess (music for quarantined funeral service): ""in efforts to comfort my grandfather at a quarantined funeral service for my grandmother who passed away suddenly on April 11, I put together a video of all of my cousins singing my grandmother’s favorite song, ""Moon River."" It was in receiving the outpouring of responses to this video, from family, friends, and strangers alike that the line of inquiry of “can participatory music making from a distance be used as a remedy for spatial distancing?” sparked my interest."" (Katelyn Best)";18-03-2020;YouTube;NA;NA;1;0;0;0;0;0;USA;english;home, outside;soundtrack/theme song, oldies;loneliness, tenderness, longing, togetherness, grief/sadness;commemoration, funeral, splitscreen, choir, virtual ensemble;MT;NCH
17;video;GoogleSheet;https://www.youtube.com/watch?v=3xt58OVnmXU;Stay Home Vogue (Vogue Corona Parody by Chris Mann);19-03-2020;YouTube;NA;NA;0;0;1;1;1;0;USA;english;home;pop;humour, happiness;black & white, music video, vogueing;MT;JV
35;video;GoogleSheet;https://www.youtube.com/watch?v=wmd83ozL_Nc;Old Town Road' gets a coronavirus remix | GMA;19-03-2020;YouTube;NA;NA;0;0;1;0;1;0;USA;english;home, kitchen;rap/hip-hop, country;humour, cool, anger;news report;MT;NCH
97;video;GoogleSheet;https://www.facebook.com/luketeutsch/videos/10219127160589066/;Day 3 of corona lockdown and no other musicians around the house.;19-03-2020;Facebook;NA;NA;0;0;0;0;0;0;USA;NA;home;classical, pop;humour;NA;MT;DS
129;video;GoogleSheet;https://www.youtube.com/watch?v=uY94yRpMsqk;Israelies all over the counrty give thanks to medical staff by clapping rhythmically and cheering. Title: Thank you from the balcony: Israel salutes the medical staff;19-03-2020;YouTube;NA;NA;1;0;0;0;0;0;Israel;NA;balcony;applause/cheering;gratitude, togetherness;splitscreen, news report, applause/cheering;MT;DS
708;video;SurveyXact;https://www.youtube.com/watch?v=M6oXY5PCSrE;I miss one week ago - Oh Land;19-03-2020;YouTube;NA;NA;0;1;1;0;0;0;Denmark;english;home;pop, ballad, acoustic;grief/sadness, togetherness;NA;MT;DS
903;video;SurveyXact;https://www.youtube.com/watch?v=06YbY1MLp4A;Fagaru Ci Coronavirus (Y en a marre);19-03-2020;YouTube;NA;NA;1;1;1;1;1;0;Senegal;wolof, french;hospital, healthcare, outside;pop, rap/hip-hop, soul/R&B;togetherness, solidarity, gratitude;music video, prevention, frontline;DS;DS
4;video;GoogleSheet;https://www.youtube.com/watch?v=EBByYjjvNzs;The Italians Making Music on Balconies Under Coronavirus Quarantine - The New Yorker;20-03-2020;YouTube;NA;NA;1;0;0;0;0;0;Italy;italian;balcony, home, outside;folk, classical, pop, opera, rock;gratitude, togetherness, being moved;compilation, news report;MT;JW
12;video;GoogleSheet;https://www.youtube.com/watch?v=cKOt85w3pPg;Ce ténor chante de l’opéra à la fenêtre pour ses voisins à Paris - Le Parisien;20-03-2020;YouTube;NA;NA;0;0;0;0;0;0;France;french;window;opera;gratitude, togetherness, happiness, nostalgia;compilation, news report;MT;JV
25;video;GoogleSheet;https://www.youtube.com/watch?v=Mn_Bl6wzbZ0;Coronavirus Song 3 “Teach It” (Covid-19 Homeschool Song) Michael Jackson Beat It Parody 2020;20-03-2020;YouTube;NA;NA;0;0;1;0;0;0;USA;english;home, kitchen;pop;humour;NA;MT;DS
28;video;GoogleSheet;https://www.youtube.com/watch?v=-pZgZCnbgYU;"""I Got A Case of Corona"" (The Sequel) | Buddy Brown";20-03-2020;YouTube;NA;NA;0;1;1;0;0;0;USA;english;outside;country, pop;humour, happiness;NA;MT;DS
30;video;GoogleSheet;https://www.youtube.com/watch?v=3eXT60rbBVk;From us, for you - Rotterdams Philharmonisc Orkest;20-03-2020;YouTube;NA;NA;1;0;0;0;0;0;Netherlands;NA;home;classical;togetherness, happiness, being moved;splitscreen;MT;JV
32;video;GoogleSheet;https://www.youtube.com/watch?v=6pCgE4Gocbo;Hey There Corona (Plain White Tees Parody);20-03-2020;YouTube;NA;NA;0;0;1;0;0;0;South Africa;english;home, living room;rock;humour, boredom, frustration, loneliness;NA;MT;NCH
39;video;GoogleSheet;https://www.youtube.com/watch?v=2GrK-JX4VYM;Somewhere Over The Rainbow (Toilet Paper Parody) || Coronavirus 2020 - Brianna April;20-03-2020;YouTube;NA;NA;0;0;1;0;0;0;USA;english;home;soundtrack/theme song, pop, oldies;humour, happiness;splitscreen, slide show, music video;MT;JV, JB
40;video;GoogleSheet;https://www.youtube.com/watch?v=lHX0Hj5PbUQ;“Hey There Corona” A song about Covid-19;20-03-2020;YouTube;NA;NA;0;0;1;0;0;0;USA;english;home, workshop, garage;rock, pop;humour, loneliness;NA;MT;JV, JB
63;video;GoogleSheet;https://www.facebook.com/maher.cissoko/videos/10157352368263871/;Maher Cissoko – Kora Meditation;20-03-2020;Facebook;NA;NA;0;1;0;0;0;0;Sweden;NA;home;world, folk;togetherness;NA;MT;JB
74;video;GoogleSheet;https://twitter.com/i/status/1240969955337736192;Balcony singing: Italy vs Spain vs UK (humour);20-03-2020;Twitter;NA;NA;1;0;0;0;0;0;Italy, Spain, UK, Spain;italian, spanish;balcony;opera, pop, oldies;humour, togetherness;compilation, balcony performance;MT;JW
75;video;GoogleSheet;https://www.youtube.com/watch?v=3eXT60rbBVk;Rotterdam Philharmonic plays Beethoven's 9th Symphony (remotely);20-03-2020;YouTube;NA;NA;1;0;0;0;0;0;Netherlands;NA;home;world, classical;togetherness, being moved, happiness, hope;splitscreen;MT;JV
104;video;GoogleSheet;https://www.facebook.com/watch/?v=253389975702974;Allison Davies – Every Little Cell;20-03-2020;Facebook;NA;NA;1;0;0;1;0;0;Australia;english;home, outside;pop, oldies;togetherness, happiness, being moved;compilation;MT;JW
187;video;GoogleSheet;https://www.youtube.com/watch?v=EN9Tmch2dkU;Wash your Hands (Baby Shark);20-03-2020;YouTube;NA;NA;1;0;1;0;1;0;USA, South Korea;english;animation;pop, children's music;humour, happiness;still, for kids;MT;DS
241;video;GoogleSheet;https://www.facebook.com/ItsLadyLeshurr/videos/626922171483892/UzpfSTI5MDk5NDU6MTAxMDIxMTUyNjc3MTMzNzA/;Lady Leshurr, corona-themed grime freestyle;20-03-2020;Facebook;NA;NA;0;1;1;0;1;1;UK;english;home;rap/hip-hop;humour, fear, uncertainty;NA;MT;NCH
906;video;SurveyXact;https://www.youtube.com/watch?v=DJZuZzU2Vsg;Seems Like The World Is Out Of Toilet Paper;20-03-2020;YouTube;NA;NA;1;1;1;0;0;0;USA;english;home, workshop;country, bluegrass;humour;toilet paper;DS;MT
5;video;GoogleSheet;https://www.youtube.com/watch?v=z5CrScIHAuE;Coronavirus: Germans sing Bella Ciao from rooftop in solidarity with Italy - Guardian News;21-03-2020;YouTube;NA;NA;1;0;0;0;0;0;Germany;italian;balcony;folk;togetherness, being moved;news report;MT;JW
13;video;GoogleSheet;https://www.youtube.com/watch?v=0DlwXCoQprA;Paris : Un ténor chante « Caruso » à sa fenêtre, en hommage aux Italiens - Le Parisien;21-03-2020;YouTube;NA;NA;0;0;0;0;0;0;France;italian;window, balcony;opera;gratitude, grief/sadness, togetherness, being moved, solidarity;news report;MT;DS
14;video;GoogleSheet;https://www.youtube.com/watch?v=YIyrStcyuuM;Coronavirus: Ils font la fête à leur balcon pour garder le sourire pendant le confinement - 20MinutesFR;21-03-2020;YouTube;NA;NA;1;0;0;1;0;0;France;french, english;balcony;pop, dance/electronica;gratitude, togetherness, happiness;compilation, news report;MT;JB
16;video;GoogleSheet;https://www.youtube.com/watch?v=hJeH087maZw;"Malgré le confinement, l'Orchestre de Serbie a joué ""Bella Ciao"" pour les Italiens - Le Huff Post";21-03-2020;YouTube;NA;NA;1;0;0;0;0;0;Serbia;NA;home;classical, folk;togetherness;splitscreen;MT;JB
18;video;GoogleSheet;https://www.youtube.com/watch?v=0uDTs-9fq00;"My Corona Home - (""Kokomo"" Parody Song)";21-03-2020;YouTube;NA;NA;0;0;1;0;0;0;USA;english;home;soundtrack/theme song, oldies, pop;humour;music video;MT;JV
72;video;GoogleSheet;https://www.facebook.com/1109482680/videos/10220948921368650/;Malaysia balcony singing;21-03-2020;Facebook;NA;NA;1;0;0;0;0;0;Malaysia;malay;balcony;pop;togetherness, happiness;patriotism;MT;NCH
80;video;GoogleSheet;https://twitter.com/doctor_oxford/status/1241654435664846848;Catalan police singing in the streets;21-03-2020;Twitter;NA;NA;1;0;0;1;0;1;Spain;catalan;outside;world, folk;togetherness, happiness;dance, patriotism, catalan;MT;JB
165;video;GoogleSheet;https://www.youtube.com/watch?v=n1OCZRann8w;The Broadway Coronavirus Medley;21-03-2020;YouTube;NA;NA;0;0;1;0;1;0;USA;english;home;soundtrack/theme song, jazz, pop, oldies, musical;humour, happiness, loneliness;NA;MT;NCH
331;video;GoogleSheet;https://www.youtube.com/watch?v=OlIDus_4eF0;"""Quarantunes"" by Tesla Quartet | ""Variations on a Russian Theme"" ";21-03-2020;YouTube;NA;NA;1;0;0;0;0;0;USA;NA;home;classical;sadness, being moved;splitscreen;JV, MT;JW
741;video;SurveyXact;https://www.youtube.com/watch?v=6JjQsP46-2I;Coronavirus song;21-03-2020;YouTube;NA;NA;0;1;1;0;1;0;USA;english;home;folk, rock, pop;humour, happiness;NA;MT;NCH
769;video;SurveyXact;https://www.youtube.com/watch?v=kReolYVR3z4;Spanish singer livens up coronavirus lockdown with balcony concert;21-03-2020;YouTube;NA;NA;1;0;0;0;0;0;Spain;english;balcony;blues, oldies, soul/R&B, pop;togetherness;news report;MT;JB
22;video;GoogleSheet;https://www.youtube.com/watch?v=sPLgsV_Ms3Q;Neil Diamond “Hands.. washing hands”;22-03-2020;YouTube;NA;NA;0;0;1;0;0;0;USA;english;home, living room;pop, oldies;humour, togetherness, happiness;NA;MT;DS
26;video;GoogleSheet;https://www.youtube.com/watch?v=-Kf-9kx_oSg;Coronavirus Song 4 “500 Miles by The Proclaimers Except It’s About Making Use Of Life In Quarantine”;22-03-2020;YouTube;NA;NA;0;0;1;0;0;0;USA;english;home, kitchen;rock, oldies;humour;NA;MT;JW
37;video;GoogleSheet;https://www.youtube.com/watch?v=JoypzNJFkS0;Stayin' Inside (COVID-19 Stayin' Alive Parody) - Sympholily;22-03-2020;YouTube;NA;NA;1;0;1;0;0;0;Australia;english;home, outside, yard;soundtrack/theme song, disco, oldies;humour, grief/sadness;music video;MT;JW
53;video;GoogleSheet;https://www.youtube.com/watch?v=HezxInuN1YA;Couch Choir - (They Long To Be) Close To You;22-03-2020;YouTube;NA;NA;1;0;0;0;0;0;Australia, International;english;home, venue;pop, oldies;togetherness, being moved, happiness;choir, splitscreen, 18 countries;MT;DS
59;video;GoogleSheet;https://www.facebook.com/NACHOStreetband/videos/2609223719402332/;NACHO (Nationwide Children's Hospital Orchestra) Street Band Social Distance Tour Outside Oakleaf Village Assisted Living Facility;22-03-2020;Facebook;NA;NA;1;0;0;1;1;0;USA;NA;outside;jazz;togetherness, happiness, joy;livestream, live commenting;JB;JW
78;video;GoogleSheet;https://twitter.com/MartxeloDiaz/status/1241683423695114240;Larrain-dantza (Dance of the Threshing Floor), traditional dance of Gares (Navarre, the Basque Country), usually danced doing a big circle of people.;22-03-2020;Twitter;NA;NA;1;0;0;1;0;0;Spain;NA;balcony;world, folk;togetherness, happiness;dance, news report, folk dance;MT;JW
79;video;GoogleSheet;https://goiena.eus/antzuola/1584891542350-domeketako-ohitura-galdu-ez-dadin;Alborada in Antzuola (the Basque Country), it's a tradition the local band of txistu (Basque instrument) plays this street by street every sunday morning. Video is edited but playing around the town is simultaneous.;22-03-2020;NA;NA;NA;1;0;0;0;0;0;Spain;NA;balcony, window, outside;world, folk;togetherness, happiness, hope, nostalgia;compilation, news report, edited, Basque Country;MT;JV
96;video;GoogleSheet;https://www.facebook.com/satiregruppenMAGT/videos/885458495237161/;MAGT - Re-Sepp-ten mod Corona - Danish song for healthcare professionals;22-03-2020;Facebook;NA;NA;1;0;1;1;0;0;Denmark;danish;home;soundtrack/theme song, pop;humour, pride;choir, splitscreen, football;MT;JV
106;video;GoogleSheet;https://www.youtube.com/watch?v=nmUXntGlqFI;“Stayin’ Inside” – Corona Virus Bee Gees Parody;22-03-2020;YouTube;NA;NA;1;0;1;0;1;0;USA;english;home, studio;soundtrack/theme song, disco, oldies, pop;humour, happiness;splitscreen;MT;DS
134;video;GoogleSheet;https://www.youtube.com/watch?v=9xS_HTb8vNg;Original Corona Song in Six languages;22-03-2020;YouTube;NA;NA;1;1;1;1;0;0;Israel;hebrew, italian, french, spanish, chinese;home, outside, studio;pop;happiness, togetherness, hope;dance, compilation, splitscreen, music video;MT;DS
152;video;GoogleSheet;https://www.youtube.com/watch?v=La4YMYtJM2o;Samba de Quarentena (Quarantine Samba);22-03-2020;YouTube;NA;NA;1;1;1;0;0;0;Brazil;NA;home, outside;jazz, world, bossa nova, folk;togetherness, tenderness;splitscreen;MT;JB
166;video;GoogleSheet;https://www.youtube.com/watch?v=duX6vQvI9KU;Italian twins play coldplay during quarantine;22-03-2020;Youtube;NA;NA;1;0;0;1;0;0;Italy;NA;home;rock, classical;happiness, togetherness, being moved;news report;MT;JW
205;video;GoogleSheet;https://www.youtube.com/watch?v=kn6hi5yUYbE;San Jose mother starts neighborhood dance party to fight COVID-19 quarantine blues.;22-03-2020;YouTube;NA;NA;1;0;0;1;0;0;USA;english;outside, home;funk, children's music, pop;togetherness, happiness, loneliness;news report, for kids;MT;DS
317;video;GoogleSheet;https://www.facebook.com/luisasobralmusic/videos/531017447789999/;Livestreamed concert with Portuguese singer Luísa Sobral;22-03-2020;Facebook;NA;NA;0;0;0;0;0;0;Portugal;portuguese;home;pop;NA;livestream, portuguese;NCH;JW
701;video;SurveyXact;https://www.youtube.com/watch?v=XuWgXGIByAw;Virtual Choir Tutorial;22-03-2020;YouTube;NA;NA;1;0;0;0;0;0;USA;NA;animation;classical;NA;educational, instructional, tutorial;MT;JW
722;video;SurveyXact;https://www.youtube.com/watch?v=nZHOJHP33Ps;"StrongerTogether SocialSymphony - Bamberger Symfoniker plays Beethoven's 9th: ""Was bringt uns Menschen zusammen, überwindet Grenzen und verbindet uns - in guten, wie in schlechten Zeiten?""";22-03-2020;YouTube;NA;NA;1;0;0;0;0;0;Germany;NA;home;classical;happiness, togetherness;splitscreen, splitscreen orchestra;MT;JW
1;video;GoogleSheet;https://www.facebook.com/pointswest/videos/212895356587576/;Home Isolation Entertainment - BBC West;23-03-2020;Facebook;NA;NA;1;0;0;1;0;0;UK;NA;home, living room;jazz, oldies;humour, togetherness, happiness, being moved;dance, news report;MT;JV
